route_id,origin_city,destination_city,origin_country,destination_country,origin_port,destination_port,distance_km,average_transit_days,route_risk,traffic_index
a0f6d645-7e2d-4465-b094-61edfe08c889,Seoul,Busan,South Korea,South Korea,Incheon Port,Port of Busan,1485.1,6,Low,21
73837e8d-9934-4d77-9418-1048c89ba784,Bengaluru,Shanghai,India,China,Kolkata Port,Shenzhen Port,6297.31,14,Low,32
fdd9f67a-e678-46fe-8ec6-563aa591282e,Shenzhen,Osaka,China,Japan,Shenzhen Port,Port of Osaka,8609.27,11,Low,26
f212749d-e8f7-43c2-ac5f-2a9b31746493,Bengaluru,Incheon,India,South Korea,Mundra Port,Incheon Port,7727.85,21,Medium,38
6e9ce9de-4b3a-4188-8f24-d318c9242ef7,Singapore,Houston,Singapore,United States,Port of Singapore,Port of LA,5558.69,12,Medium,56
816dad08-735a-4b65-b04f-dc35fd7617d7,Amsterdam,Sharjah,Netherlands,UAE,Port of Rotterdam,Jebel Ali,6635.9,13,Low,36
4110a06b-706a-4eb9-b4a7-691e41312943,Incheon,Guangzhou,South Korea,China,Port of Busan,Shanghai Port,12316.07,27,Low,25
0235b0c4-4c13-414e-8933-f69ea7d55b5e,Frankfurt,Hyderabad,Germany,India,Bremerhaven,Chennai Port,11484.56,17,Low,30
3b8678d8-69b2-4803-af57-312e90d00c61,London,Manchester,United Kingdom,United Kingdom,London Gateway,Port of Felixstowe,1387.28,7,Medium,35
70c79ee1-88f2-4240-805e-74ee0fb45316,Singapore,Abu Dhabi,Singapore,UAE,Port of Singapore,Khalifa Port,4485.97,10,High,64
ff08ee23-e595-493c-b660-3745156b40d1,London,Singapore,United Kingdom,Singapore,Port of Felixstowe,Port of Singapore,12330.63,28,Medium,65
677f6747-1586-4b4a-ade6-3df187edf661,Manchester,Rotterdam,United Kingdom,Netherlands,Port of Felixstowe,Port of Rotterdam,352.55,5,Low,42
c400f450-6e5e-4b63-af93-896236e03088,Manchester,Hamburg,United Kingdom,Germany,Port of Felixstowe,Bremerhaven,10209.41,23,Medium,68
8d5b3e27-86c5-4583-92be-1e138f471ad1,Frankfurt,Bremen,Germany,Germany,Bremerhaven,Bremerhaven,1460.29,8,Low,28
12d667a2-0a9d-4ff7-976f-5deadb625864,Tokyo,Bremen,Japan,Germany,Port of Osaka,Bremerhaven,12008.94,20,Medium,54
1860dced-9b95-48f4-a2ac-40a967857e65,Chennai,Rotterdam,India,Netherlands,Nhava Sheva,Port of Rotterdam,776.61,4,High,88
ce9e0ea2-de86-4650-8f20-3bda60fa8c15,Osaka,Hamburg,Japan,Germany,Port of Yokohama,Port of Hamburg,9397.69,18,Medium,57
e41c54d8-a8a6-401b-acfd-eeda8f35db63,Singapore,Manchester,Singapore,United Kingdom,Port of Singapore,Port of Felixstowe,6104.65,14,Medium,61
df06026f-3a28-4cf0-9d19-bba4843cba94,Shenzhen,Tokyo,China,Japan,Shenzhen Port,Port of Yokohama,11464.62,15,Low,28
d8b8dc1c-00c5-465d-b088-e4f01383b8d1,Kolkata,Rotterdam,India,Netherlands,Nhava Sheva,Port of Rotterdam,10413.87,20,Medium,66
7f505159-ac0b-4643-bd44-9ee944bc18b1,Guangzhou,Shanghai,China,China,Shenzhen Port,Ningbo-Zhoushan,1896.34,4,Low,23
efafbcf9-544d-4534-990c-f981279bd756,Sharjah,Manchester,UAE,United Kingdom,Jebel Ali,London Gateway,8549.68,18,Low,42
d4795d93-ce6a-4d7b-9637-8ece8b04685c,Tokyo,London,Japan,United Kingdom,Port of Yokohama,London Gateway,10928.48,14,Medium,66
24371512-4251-4692-8288-73d375e3ff34,London,Manchester,United Kingdom,United Kingdom,London Gateway,Port of Felixstowe,1915.87,6,Medium,51
ce0c96ea-b8cc-48b9-800f-28b971aa162f,Felixstowe,Sharjah,United Kingdom,UAE,London Gateway,Jebel Ali,6551.71,12,Low,36
dedc5157-4a37-4a90-ac1f-5169890e537a,Hamburg,Sharjah,Germany,UAE,Port of Hamburg,Khalifa Port,12281.96,28,High,87
de4b9917-dd84-4839-8dbc-0c317f763d3d,Bremen,Osaka,Germany,Japan,Port of Hamburg,Port of Yokohama,4526.06,12,Medium,42
72b15676-e0f3-4ec9-aa26-4e1bd3d8310b,Shenzhen,Sharjah,China,UAE,Ningbo-Zhoushan,Khalifa Port,6270.0,9,Low,43
6f8e7b0e-ff05-486b-9e01-220c13a8d5c4,Frankfurt,Rotterdam,Germany,Netherlands,Bremerhaven,Port of Rotterdam,7985.64,18,High,87
c35f5441-35ef-4186-9554-2ba5c0a5f39d,Incheon,Frankfurt,South Korea,Germany,Port of Busan,Bremerhaven,621.89,6,Medium,49
1148a05d-4695-4d7a-96f0-546f64669b04,Hyderabad,New York,India,United States,Chennai Port,Port of LA,12132.2,21,Low,40
19951d35-8a0c-4a32-b8d8-2ecc02c29d6c,London,Seoul,United Kingdom,South Korea,Port of Felixstowe,Port of Busan,3981.06,11,Low,38
19b55fea-2ac9-4526-a4c9-d60e4bb4f4d1,Mumbai,Bremen,India,Germany,Chennai Port,Port of Hamburg,10419.17,14,Medium,51
fce733bb-0c08-425e-97d6-84103d550b50,Singapore,Hamburg,Singapore,Germany,Port of Singapore,Port of Hamburg,2580.78,5,Medium,62
8890c32c-a140-4151-839d-d86b8a9e53c9,Incheon,Hamburg,South Korea,Germany,Port of Busan,Port of Hamburg,2259.67,8,High,85
2d125a37-ab1d-40c5-802a-ff2a27a3814f,Guangzhou,Amsterdam,China,Netherlands,Shanghai Port,Port of Rotterdam,5987.85,9,Low,38
04316b4a-14e4-456b-ba9b-489f71019502,Felixstowe,Chicago,United Kingdom,United States,Port of Felixstowe,Port Houston,2986.87,5,Medium,53
5259026f-a25c-44b3-a079-7b347d80eb01,Manchester,Los Angeles,United Kingdom,United States,London Gateway,Port Newark,10012.58,20,Low,19
19b36c7d-2110-4f4d-85be-621ac3d1675c,Yokohama,Manchester,Japan,United Kingdom,Port of Yokohama,London Gateway,1611.42,7,Low,45
651104fa-a5c1-4d20-b950-1987436dc199,Felixstowe,Ningbo,United Kingdom,China,Port of Felixstowe,Ningbo-Zhoushan,5720.92,10,Low,18
ea411fca-19e6-466c-8148-722ba318130c,New York,London,United States,United Kingdom,Port of LA,London Gateway,5592.43,11,Low,30
a3274b1c-5e2c-46ee-9190-fc07e24fd9c8,Yokohama,Guangzhou,Japan,China,Port of Osaka,Shenzhen Port,12186.5,25,Medium,42
e2c59e34-e4ef-4615-8b0e-ac1fb0431c8a,Rotterdam,Manchester,Netherlands,United Kingdom,Port of Rotterdam,Port of Felixstowe,5804.58,14,High,60
a4932c61-5438-42d3-8173-c0cf3dd10254,Manchester,Rotterdam,United Kingdom,Netherlands,Port of Felixstowe,Port of Rotterdam,7728.23,20,Low,36
aa8f1884-6b0e-4ca6-bb4e-f2eb56bd89a6,Abu Dhabi,London,UAE,United Kingdom,Jebel Ali,Port of Felixstowe,7258.9,12,Low,18
5f42abf2-726a-40de-a89e-416c9a2be5b2,Abu Dhabi,Amsterdam,UAE,Netherlands,Khalifa Port,Port of Rotterdam,851.83,2,High,77
35177914-9738-472b-ac50-a7809c49ff23,Shenzhen,Felixstowe,China,United Kingdom,Shanghai Port,Port of Felixstowe,8135.25,18,Medium,36
95f25640-00de-4cb1-9383-73407014b47e,Incheon,Bremen,South Korea,Germany,Incheon Port,Bremerhaven,1447.81,7,Low,19
0f56c6a8-593c-4ebb-961b-5793d514c352,Los Angeles,Ningbo,United States,China,Port Newark,Shanghai Port,5297.44,13,Low,36
4e20fdb8-138e-49db-ab0d-2d1ce6cc5d9b,Yokohama,Kolkata,Japan,India,Port of Yokohama,Mundra Port,7157.92,13,Low,15
d0aa3e42-d506-4a79-8a29-3e0149b2f0c1,Sharjah,Dubai,UAE,UAE,Jebel Ali,Khalifa Port,268.37,2,Low,43
0a8c271e-853d-4ff2-a8bf-ce8ea3e6f3f6,Busan,Singapore,South Korea,Singapore,Port of Busan,Port of Singapore,10762.82,25,High,60
5a66aea7-c039-4c17-838f-1435fcd3f7f3,Tokyo,Singapore,Japan,Singapore,Port of Yokohama,Port of Singapore,3176.15,7,High,65
e1703e5f-4572-4ae9-bf6b-27e2de34ff17,Abu Dhabi,Houston,UAE,United States,Jebel Ali,Port of LA,11788.75,23,Medium,46
3eac7dfd-44ce-4f17-9123-dfb797e369ea,Bremen,Singapore,Germany,Singapore,Port of Hamburg,Port of Singapore,4474.38,10,Medium,52
70acd505-8e1f-44bc-b70b-bf6469aacd72,Incheon,London,South Korea,United Kingdom,Port of Busan,London Gateway,8945.86,16,Low,39
494e3caf-db73-41de-85e9-cef4721726d8,New York,Yokohama,United States,Japan,Port Houston,Port of Yokohama,488.67,5,Medium,52
548c9cad-20d9-4b1e-9bfa-8d69cf377d01,Seoul,Sharjah,South Korea,UAE,Port of Busan,Jebel Ali,1219.88,5,High,70
5adf22e2-3ee9-4555-8df7-2d301e485ef9,Houston,Hamburg,United States,Germany,Port of LA,Port of Hamburg,9488.53,16,Low,20
0c4485e9-ac92-4b57-86c9-b724ad92709c,Tokyo,Kolkata,Japan,India,Port of Yokohama,Chennai Port,9988.82,24,High,86
221e603b-0065-4d36-98f3-782857a39dc7,Frankfurt,Singapore,Germany,Singapore,Port of Hamburg,Port of Singapore,3890.1,6,High,84
b9263f59-6282-418b-ba97-0309b66b1de1,Felixstowe,Frankfurt,United Kingdom,Germany,London Gateway,Bremerhaven,2602.24,8,Medium,46
26d6ffed-4844-42a9-b572-a8c9af25451f,Tokyo,London,Japan,United Kingdom,Port of Osaka,Port of Felixstowe,10583.77,15,Low,43
8e9138a8-2c14-4d37-adf6-54918884edad,Sharjah,Ningbo,UAE,China,Khalifa Port,Shanghai Port,2197.94,5,Low,26
930998a6-7e37-405f-b457-40d2d06ec356,Mumbai,Kolkata,India,India,Chennai Port,Kolkata Port,2051.75,4,Medium,66
b4455a6c-ef77-4c1b-99ef-bb046244b4fc,Incheon,Felixstowe,South Korea,United Kingdom,Port of Busan,London Gateway,9408.37,16,Low,41
fe7b60ce-1eba-4422-ac76-382d1b078e85,Singapore,Los Angeles,Singapore,United States,Port of Singapore,Port Newark,10611.99,17,Medium,46
fa18bea5-0596-4191-9b94-8980e7e47628,Osaka,Frankfurt,Japan,Germany,Port of Yokohama,Bremerhaven,6086.33,13,Low,21
b59cd89b-a4cd-424f-b627-2d4691d9b740,Singapore,Los Angeles,Singapore,United States,Port of Singapore,Port Houston,1772.32,4,Critical,96
99f5b0e2-9248-4d04-9523-b5e80985cc7e,Busan,Incheon,South Korea,South Korea,Incheon Port,Port of Busan,899.9,2,Critical,96
c4800306-db78-4cad-8b5f-c4b512855aac,Seoul,Bremen,South Korea,Germany,Port of Busan,Bremerhaven,10219.14,17,Low,19
ec50a868-0f12-408d-b06c-06566a4b1134,Tokyo,Yokohama,Japan,Japan,Port of Yokohama,Port of Osaka,284.8,3,Low,44
999f24d7-ccba-4179-8acf-1206c3404c5a,Tokyo,Bremen,Japan,Germany,Port of Yokohama,Port of Hamburg,12368.47,19,Medium,61
a15e365d-5fbb-4e6a-9ed3-183fd7263abe,Frankfurt,Ahmedabad,Germany,India,Port of Hamburg,Chennai Port,528.21,2,High,70
15826df2-1a62-48b7-8eb1-04abb9197242,Bengaluru,Ahmedabad,India,India,Kolkata Port,Mundra Port,579.6,3,High,82
372172e5-e310-4122-8fc1-7dc5501e20c7,Abu Dhabi,Busan,UAE,South Korea,Khalifa Port,Incheon Port,2532.23,5,Low,25
ab7b60f6-ec10-4002-bd5a-50664093563d,Delhi,Frankfurt,India,Germany,Mundra Port,Port of Hamburg,9747.72,21,Medium,66
606d63f9-449d-4c61-b2f0-aa8118f2ad21,Manchester,Hamburg,United Kingdom,Germany,Port of Felixstowe,Port of Hamburg,10457.46,14,High,82
81c8cd60-2697-4ca7-ab91-5742a9c29ca1,Bremen,Amsterdam,Germany,Netherlands,Port of Hamburg,Port of Rotterdam,10773.67,19,Critical,84
4f3be640-1f89-4040-a27a-b50dd31b9866,Manchester,Amsterdam,United Kingdom,Netherlands,Port of Felixstowe,Port of Rotterdam,5256.89,13,Medium,60
5eff27d2-e30f-4f89-a115-5d155a049b6a,Singapore,Chennai,Singapore,India,Port of Singapore,Mundra Port,8698.69,20,Medium,54
1ef0effe-3a9e-4bf1-b4b8-860d2c2ebfed,Amsterdam,Frankfurt,Netherlands,Germany,Port of Rotterdam,Bremerhaven,7890.37,11,Medium,49
490b5afb-a969-45ce-abb6-bfba3f2f222f,Delhi,Osaka,India,Japan,Kolkata Port,Port of Yokohama,611.41,2,High,66
906bf8f2-f9e0-4dfc-8054-1e4e73d16037,Rotterdam,Busan,Netherlands,South Korea,Port of Rotterdam,Incheon Port,1448.95,7,Medium,42
7c964863-ac1c-49d5-bfbe-4263b2433dc3,Singapore,Tokyo,Singapore,Japan,Port of Singapore,Port of Yokohama,11034.63,21,Low,30
3d144a7c-e30f-416e-a4b1-01fed3927b81,Rotterdam,Shanghai,Netherlands,China,Port of Rotterdam,Ningbo-Zhoushan,5886.05,13,Low,19
b7acd00b-9077-4917-aa84-fc66b3efa5c0,Guangzhou,Chennai,China,India,Shanghai Port,Chennai Port,2079.27,7,Low,23
65229fca-9a0f-459a-9569-bac3946fc29d,London,Seoul,United Kingdom,South Korea,Port of Felixstowe,Port of Busan,1988.3,5,High,71
7d0f472d-6338-47a7-ac42-3e078d971d94,Singapore,Tokyo,Singapore,Japan,Port of Singapore,Port of Osaka,9487.95,20,Low,16
89ae3635-915e-49f6-9aeb-768a5d1c7ff0,Chennai,Sharjah,India,UAE,Mundra Port,Jebel Ali,4278.26,8,Medium,47
a29b1f37-1824-41dd-ad2c-4580bfa93298,Seoul,Sharjah,South Korea,UAE,Port of Busan,Khalifa Port,6266.66,10,Low,16
653fe9c2-c0d6-44ec-9d00-76d52de3dd44,Osaka,Shanghai,Japan,China,Port of Osaka,Shenzhen Port,1942.25,8,Low,30
b263bdfe-ae25-4c07-b9c0-50cce43f8b52,Bremen,Sharjah,Germany,UAE,Bremerhaven,Jebel Ali,5311.28,10,Low,30
60e26608-04b8-4838-97be-b2ad6933c272,London,Los Angeles,United Kingdom,United States,Port of Felixstowe,Port of LA,11186.28,22,Medium,50
db6c1e84-c9c6-4723-ba17-7260b8fc3a7a,Guangzhou,Osaka,China,Japan,Ningbo-Zhoushan,Port of Osaka,9215.98,18,Low,28
fabfcd16-328a-4117-b84b-5ec1059f2bd3,Seoul,London,South Korea,United Kingdom,Port of Busan,London Gateway,9653.69,15,High,65
9e0170f6-9f70-40ae-8500-235d7358b33a,Ningbo,Seoul,China,South Korea,Shanghai Port,Incheon Port,8231.15,18,Low,24
da6b4ef2-b5e6-4554-b98d-7b306e11694d,Shenzhen,Seoul,China,South Korea,Shenzhen Port,Incheon Port,11207.21,21,Medium,39
3639bf29-10e1-45ba-a5e5-9139ada0de71,Singapore,Tokyo,Singapore,Japan,Port of Singapore,Port of Osaka,6020.06,10,High,62
ac1fc2c6-546f-482c-9bbb-37487d65004d,Amsterdam,Rotterdam,Netherlands,Netherlands,Port of Rotterdam,Port of Rotterdam,2008.08,6,Medium,39
15877499-f280-481a-a199-069c2cae4c00,Amsterdam,Manchester,Netherlands,United Kingdom,Port of Rotterdam,London Gateway,4840.35,11,Low,36
880e1bfa-8672-4ad5-93ef-2190305e3002,Hamburg,Osaka,Germany,Japan,Bremerhaven,Port of Osaka,10450.99,13,High,80
e917fdb2-b74c-4a93-bfc2-0c8377da0714,Rotterdam,Seoul,Netherlands,South Korea,Port of Rotterdam,Incheon Port,5932.28,15,Medium,48
af24b3a4-87d9-4823-8d1b-fbae9d50264c,Incheon,Bengaluru,South Korea,India,Port of Busan,Chennai Port,10878.93,14,Medium,53
d11b8398-e9da-4bf1-94df-af17e2973666,London,Abu Dhabi,United Kingdom,UAE,Port of Felixstowe,Jebel Ali,7634.07,14,Low,27
1c90d8a1-b14d-4d37-8fff-f1e42b9485a4,Los Angeles,Rotterdam,United States,Netherlands,Port of LA,Port of Rotterdam,6791.44,12,Low,24
f9c50886-6917-4717-87c9-efaa79acd60e,Abu Dhabi,Guangzhou,UAE,China,Jebel Ali,Ningbo-Zhoushan,8230.19,19,Low,16
47def469-389f-4c9b-902a-d55f3153c94d,Seoul,Singapore,South Korea,Singapore,Port of Busan,Port of Singapore,6787.23,10,Low,38
65b6c88c-a251-46b3-800d-5e7da7df2f0f,Hamburg,Incheon,Germany,South Korea,Port of Hamburg,Port of Busan,9864.41,22,Low,26
1a88173b-9814-4a08-a4ad-a6259663411d,Guangzhou,Bremen,China,Germany,Shenzhen Port,Port of Hamburg,635.66,1,Medium,55
cbbcee11-bec1-479d-b1ea-a71bcca28500,Seoul,Osaka,South Korea,Japan,Incheon Port,Port of Yokohama,7101.76,16,Low,28
304a2d40-08ec-48e6-b92d-e1b7e0d148a5,Shenzhen,Singapore,China,Singapore,Shenzhen Port,Port of Singapore,7200.2,14,Low,15
1f6e9fad-9dcc-4dd8-9cb7-c1a3eda7fcfd,Busan,Tokyo,South Korea,Japan,Incheon Port,Port of Osaka,6663.87,17,Medium,61
9d45ee26-c33b-4706-959e-5ec9d9e09c5b,Dubai,Rotterdam,UAE,Netherlands,Khalifa Port,Port of Rotterdam,982.1,3,Low,19
3a526f12-476e-41d9-bf43-4428cf118532,Felixstowe,Singapore,United Kingdom,Singapore,Port of Felixstowe,Port of Singapore,5102.27,12,High,75
89607d0d-0503-4316-b895-0a399d9ab873,Amsterdam,Hamburg,Netherlands,Germany,Port of Rotterdam,Port of Hamburg,5343.06,14,Critical,98
ff146fea-8374-4901-9880-4016d8367e1e,London,Abu Dhabi,United Kingdom,UAE,London Gateway,Jebel Ali,6350.88,9,Medium,41
d7bb8e8d-2145-4f41-96ae-48c9e3f89c42,Sharjah,Rotterdam,UAE,Netherlands,Khalifa Port,Port of Rotterdam,6388.46,10,Low,29
c9d00b7d-477a-474a-84c7-8f035f031caf,Bremen,Houston,Germany,United States,Bremerhaven,Port Houston,894.66,3,Medium,64
c437ecc1-a0e6-4478-9d60-6763f5297438,Bengaluru,Abu Dhabi,India,UAE,Chennai Port,Jebel Ali,7744.39,13,Medium,37
8131d044-7f98-45b6-9cf0-c249b8110f3b,Manchester,Frankfurt,United Kingdom,Germany,Port of Felixstowe,Bremerhaven,1199.03,5,Low,15
9ef12d9a-1463-4115-b0fc-1c8b4496aa11,Felixstowe,Amsterdam,United Kingdom,Netherlands,Port of Felixstowe,Port of Rotterdam,520.71,4,Medium,53
08707084-6284-481d-a09d-802b98be0bec,Busan,Manchester,South Korea,United Kingdom,Port of Busan,Port of Felixstowe,9743.76,20,Low,43
74c227ef-aaa4-4553-9d9e-4ad4b0ada4f9,Osaka,Manchester,Japan,United Kingdom,Port of Yokohama,Port of Felixstowe,2663.85,8,High,67
8c073e21-a0d1-49ab-be74-c5a51a516b2b,Tokyo,New York,Japan,United States,Port of Yokohama,Port of LA,7457.13,14,Low,15
1189f9c7-aa9c-45bc-8ef1-f9d4ccfca4ab,Ningbo,Ahmedabad,China,India,Shenzhen Port,Chennai Port,7512.67,9,Medium,56
bce19fbb-e770-4e82-a606-6a7bbcb07ac4,Dubai,Chicago,UAE,United States,Khalifa Port,Port Newark,9250.62,16,Low,25
eeda51b0-2c84-495b-9a11-af7446ab3d1b,Seoul,Bremen,South Korea,Germany,Port of Busan,Port of Hamburg,1177.98,3,Low,23
04d80be4-2825-4084-b095-44376616dbcf,Los Angeles,London,United States,United Kingdom,Port Houston,Port of Felixstowe,11310.05,17,High,61
b7281690-c9a6-48a5-a278-b49863591bdf,Sharjah,Rotterdam,UAE,Netherlands,Jebel Ali,Port of Rotterdam,505.97,6,Medium,41
0e592d5d-9428-48f2-ba74-a577d11264c2,Dubai,Ningbo,UAE,China,Khalifa Port,Shanghai Port,5514.79,12,High,77
57bb8f9b-b80d-4aac-9967-e806c16b13a1,Osaka,New York,Japan,United States,Port of Yokohama,Port Houston,12323.8,25,Medium,48
4e8226fa-95a4-4098-bf15-bc8451df172f,Singapore,Kolkata,Singapore,India,Port of Singapore,Kolkata Port,4237.74,10,Low,44
596108db-55af-416e-bded-46951e5e0320,Osaka,Ningbo,Japan,China,Port of Osaka,Shanghai Port,10744.26,15,Low,38
e3177378-56ea-4209-9884-6e364ab31bda,Incheon,New York,South Korea,United States,Incheon Port,Port Newark,1803.89,7,Low,39
0616585b-e59a-4b24-b465-5fcb8cdd5029,Yokohama,Mumbai,Japan,India,Port of Yokohama,Nhava Sheva,9940.37,16,High,81
2d90fa7c-4757-4ab9-aa37-49a10c6dd8c5,London,Busan,United Kingdom,South Korea,London Gateway,Port of Busan,3868.41,8,Medium,66
9cc712ba-ab56-4f68-a3de-7d3f5cf5dbb3,Abu Dhabi,Rotterdam,UAE,Netherlands,Jebel Ali,Port of Rotterdam,9493.7,21,Low,15
77b807cc-fb93-4c0c-8fc7-b734678be2dd,Amsterdam,Tokyo,Netherlands,Japan,Port of Rotterdam,Port of Yokohama,7485.53,19,High,66
d2181648-1c71-48e0-8a5f-eb3df4974035,Singapore,Frankfurt,Singapore,Germany,Port of Singapore,Bremerhaven,9269.09,12,Low,37
f4e1f953-d62f-4df9-aa94-fbee0bebbfe9,Chennai,Singapore,India,Singapore,Kolkata Port,Port of Singapore,5928.45,11,Low,25
995e4d65-113a-4a67-8732-848975c8cf59,Tokyo,London,Japan,United Kingdom,Port of Osaka,London Gateway,8458.86,14,Low,28
45fce3c0-9653-4855-955f-8336e8a63e52,Chennai,Tokyo,India,Japan,Nhava Sheva,Port of Osaka,7681.98,12,Low,23
24308e9f-5c13-4b39-9f2c-9efb97648e46,Chicago,Hamburg,United States,Germany,Port Houston,Bremerhaven,12470.65,28,Medium,39
b3483e7b-8b34-45ff-a01e-3e8ee9d5e5fa,Sharjah,Chennai,UAE,India,Khalifa Port,Chennai Port,5648.94,9,Medium,60
eb7a4491-ac01-4e10-b078-04b7a2f359b7,Bremen,New York,Germany,United States,Port of Hamburg,Port Newark,7607.12,12,Medium,56
e4f97a35-cdc7-433d-af51-22a780a15a28,Ningbo,Los Angeles,China,United States,Ningbo-Zhoushan,Port Houston,3942.79,8,High,87
ee93b3f4-99ce-4a6d-80c7-31ff7e4b7320,Felixstowe,Shenzhen,United Kingdom,China,Port of Felixstowe,Shanghai Port,12133.68,15,Low,25
21d32e7c-e88e-42b8-89b4-747327cd3d6a,Singapore,Bremen,Singapore,Germany,Port of Singapore,Bremerhaven,1642.06,6,Medium,66
ee3769a1-c450-4033-84b5-518c075109ec,Hamburg,Shenzhen,Germany,China,Bremerhaven,Ningbo-Zhoushan,1013.11,5,High,60
440a7cbc-34ab-4658-a226-eb9e3ede8d58,Guangzhou,Singapore,China,Singapore,Shanghai Port,Port of Singapore,2873.11,6,Medium,63
5e98fe40-2e87-4038-a3ec-5a69bedda38e,Felixstowe,Hamburg,United Kingdom,Germany,Port of Felixstowe,Port of Hamburg,6163.33,13,Medium,58
bf92b871-54f6-4e03-8164-242d241665c3,Osaka,Shanghai,Japan,China,Port of Yokohama,Shenzhen Port,3274.1,5,Low,36
11e994fc-e99c-4424-b69d-fa3d46aded19,Abu Dhabi,London,UAE,United Kingdom,Jebel Ali,London Gateway,10728.27,14,Medium,39
d9b5e73e-d446-4f93-905c-68a35c9d36ab,Frankfurt,Singapore,Germany,Singapore,Port of Hamburg,Port of Singapore,966.88,6,Medium,39
45bdf424-9c13-4204-acbc-ad97d781f242,Houston,Ningbo,United States,China,Port Houston,Shenzhen Port,1972.16,6,Medium,37
22d9ca52-2e06-43dd-8df3-8c759db113a2,Tokyo,Manchester,Japan,United Kingdom,Port of Osaka,Port of Felixstowe,7389.57,11,High,75
78e5bc6f-f069-4834-9f37-c98aa0717a53,Manchester,Singapore,United Kingdom,Singapore,London Gateway,Port of Singapore,11103.14,24,High,62
d8ece417-0b9a-4c49-badd-dc0090b3d02c,Singapore,New York,Singapore,United States,Port of Singapore,Port Newark,635.89,2,High,63
fe9433c5-3327-4837-aa85-7f22c92526b9,Singapore,Frankfurt,Singapore,Germany,Port of Singapore,Bremerhaven,6963.1,19,Low,37
afe62f9e-5e56-40a4-934d-97c2274567b8,London,Singapore,United Kingdom,Singapore,London Gateway,Port of Singapore,8314.0,19,Low,36
0530972c-c455-4e6e-9101-5a53a350f239,Hamburg,Delhi,Germany,India,Bremerhaven,Kolkata Port,8213.31,15,Low,34
c5cc2ba4-2597-413d-a349-5354526a02b9,Tokyo,Singapore,Japan,Singapore,Port of Osaka,Port of Singapore,5363.86,9,Medium,61
bd71051e-23cc-4025-b3ea-4ca81311882a,Seoul,Guangzhou,South Korea,China,Incheon Port,Ningbo-Zhoushan,10597.99,15,Medium,37
f1a24324-8f88-426a-9eb9-ae917327b614,Dubai,London,UAE,United Kingdom,Jebel Ali,London Gateway,11658.23,19,High,77
31f7b8d4-ba09-43e6-903f-ee93bf378d82,Rotterdam,Guangzhou,Netherlands,China,Port of Rotterdam,Shanghai Port,658.39,4,Critical,99
7fe399ec-ceae-4a19-8a95-26e2362196c2,Los Angeles,Incheon,United States,South Korea,Port Houston,Port of Busan,4617.69,13,Low,25
6201d43a-fbf4-47ec-ae9b-4ae01b4044ff,Amsterdam,Chennai,Netherlands,India,Port of Rotterdam,Mundra Port,12459.62,21,Medium,64
2c98f295-5acc-4a7e-bebe-190996009fc9,Mumbai,Singapore,India,Singapore,Mundra Port,Port of Singapore,10999.52,19,Medium,58
3140946f-bf1a-4b02-9475-cbbe2c7ff86c,Singapore,Busan,Singapore,South Korea,Port of Singapore,Port of Busan,6846.15,15,High,78
e4236fb6-be04-4cf4-801a-436d2347cee4,Osaka,Abu Dhabi,Japan,UAE,Port of Osaka,Khalifa Port,3778.1,8,High,87
bc05c5ce-48c0-4016-8d81-740faf942b37,Felixstowe,Seoul,United Kingdom,South Korea,London Gateway,Incheon Port,7123.33,9,Low,32
85298df1-c841-4899-85c7-b232e0475d07,Manchester,Chicago,United Kingdom,United States,Port of Felixstowe,Port Houston,11878.78,17,Medium,55
76d14d8c-4f20-45b0-8846-2c4ed5fdd452,Singapore,Guangzhou,Singapore,China,Port of Singapore,Ningbo-Zhoushan,8459.28,12,Low,20
99794f22-920b-4433-936c-a618f85b6b7f,Ahmedabad,Mumbai,India,India,Mundra Port,Mundra Port,825.27,3,Low,37
5964a390-880c-4895-89ec-07f93ca8c463,Hamburg,Abu Dhabi,Germany,UAE,Bremerhaven,Khalifa Port,877.89,2,High,64
218e7999-0d06-47d1-bace-be9ff31e4448,Hamburg,Houston,Germany,United States,Bremerhaven,Port of LA,9601.23,24,Medium,65
78639a1d-c78f-4937-abcf-196ef7e24385,Los Angeles,Shenzhen,United States,China,Port Newark,Shenzhen Port,8585.95,19,Low,45
f2569aba-1f95-4e1b-88b7-cdc175d7e1b3,Osaka,Shanghai,Japan,China,Port of Yokohama,Shanghai Port,10910.91,18,High,78
d3a20103-0267-4f49-8868-3e0bfcdad437,New York,London,United States,United Kingdom,Port of LA,Port of Felixstowe,6543.28,13,Medium,61
575dc375-ca5b-404d-9cc2-0fa6d396106f,Hyderabad,Amsterdam,India,Netherlands,Kolkata Port,Port of Rotterdam,3593.97,7,High,62
f1dfa6cf-3a70-4365-8df9-9c6493646305,Rotterdam,Felixstowe,Netherlands,United Kingdom,Port of Rotterdam,London Gateway,1498.62,3,Low,27
01516f87-b633-4493-88c5-4ff9f474f1a2,Osaka,Bengaluru,Japan,India,Port of Osaka,Nhava Sheva,9172.82,18,Low,44
0e8a3735-962b-4bd8-a6b6-7415fa8e162c,Hamburg,Amsterdam,Germany,Netherlands,Port of Hamburg,Port of Rotterdam,2376.1,3,Medium,63
af992ffc-6211-4d1b-af9a-26cec80b2a86,Bengaluru,Shenzhen,India,China,Nhava Sheva,Shanghai Port,4461.84,8,Medium,41
